,0
0.0061460683011133384,0.0
0.003918983693038165,0.1
0.0033053275107411866,0.2
0.002770028800849969,0.30000000000000004
0.003266596821389865,0.4
0.0005210618502220183,0.5
0.0005069079375904107,0.6
0.0008177117238294181,0.7
0.00036086419091006273,0.7999999999999999
0.0002860346909779213,0.8999999999999999
0.00010413839891335624,0.9999999999999999
0.00027734853064912616,1.0999999999999999
0.000383746888178315,1.2
0.0003849545086791882,1.3
0.00014536895564476796,1.4000000000000001
0.0002930833914627128,1.5000000000000002
0.00045926481601373014,1.6000000000000003
0.0004964095682384235,1.7000000000000004
0.00024568553958585716,1.8000000000000005
0.00030371582454273934,1.9000000000000006
0.00013336779871759704,2.0000000000000004
0.0002797300365426123,2.1000000000000005
0.00032529983230417884,2.2000000000000006
0.00025486450247950597,2.3000000000000007
0.00021825795791640066,2.400000000000001
0.00014655705966980356,2.500000000000001
0.00022980778833503544,2.600000000000001
0.00025620843994866974,2.700000000000001
0.0002582854317888458,2.800000000000001
0.00025367682101244275,2.9000000000000012
0.0002384640041338465,3.0000000000000013
0.00040395169114778966,3.1000000000000014
0.0003019886589955185,3.2000000000000015
0.00023566890007433898,3.3000000000000016
0.00019001870300874036,3.4000000000000017
0.0001880460153357534,3.5000000000000018
0.0002395477238007447,3.600000000000002
0.00042985073980061466,3.700000000000002
0.0005530207438485232,3.800000000000002
0.0003742774289570804,3.900000000000002
